publishedAt,authorDisplayName,textDisplay,likeCount,merk,Sentiment
2023-03-24T04:00:59Z,@erwinwijaya19,@@Mmxiloto Jangan Bodoh kali lah Bang masak kau bandingkan Air EV Dengan Tesla. Dari Harganya saja beda berkali lipat. Lagian juga si Air EV ini bukan dibuat buat lari dari bentuk saja sudah beda. Ah kau bagaimana begitu saja ga bisa bedakan. Bodoh kali kau.,0,wuling,Negatif
2022-10-16T05:53:54Z,@rickytriwahyudi320,Ini momen yang tepat bagi Wulling di Indonesia,4,wuling,Netral
2023-03-04T03:34:41Z,@alisalichin2426,Kaga laku mana ada yang mau yang mau paling orang berduit buat hang out ke Sudirman...keluar kota apalagi Jawa ...bisa 2 hari wkwkwkw,0,wuling,Negatif
2022-10-16T05:28:17Z,@adisiswoyo9091,Pak Fitra bikin content dong Wuling jalan ke puncak kuat enggak,0,wuling,Netral
2022-10-16T08:21:07Z,@serbasemua7803,"ketik di yutuppp wuling air ev tanjakan, kalo di china wuling ev uphill, wuling ev stop &amp; go",0,wuling,Netral
2022-10-16T04:44:49Z,@antoniusiljas6260,"Kalau jalannya mulus selalu ya bagus. Tapi begitu di jalan jalan lubang apalagi saat banjir trus kena gesrek jalan,apakah dan bagaimana jadi nya?",0,wuling,Netral
2022-10-16T08:04:56Z,@serbasemua7803,"di yutub ketik wuling ev banjir<br>untuk gresek jalan tonton<br><a href=""https://www.youtube.com/shorts/Rg8hhMZ2n9U"">https://youtube.com/shorts/Rg8hhMZ2n9U?feature=share</a><br><a href=""https://www.youtube.com/shorts/h9_uXoZ1BKE"">https://youtube.com/shorts/h9_uXoZ1BKE?feature=share</a>",0,wuling,Netral
2022-10-16T03:31:38Z,@itsgonnarain3557,Tggu punya DFSK ..sama2 ... hrga LCGC,0,wuling,Netral
2022-10-16T02:14:40Z,@serbaserbi666,100kmpj sudah cukup banget untuk di TOL karena kecepatan max di tol juga 100kmpj.<br><br>Perlu di pertimbangkan torsi untuk tanjakan panjang,2,wuling,Netral
2022-10-16T08:19:49Z,@Fauzanarief-n7i,ya mobil sekecil gini juga 100 km/h juga lumayan bahaya,0,wuling,Negatif
2022-10-18T22:35:59Z,@abangotomotif,@@Fauzanarief-n7i semua mobil juga dikecepatan 100km/h juga berpotensi kecelakaan.,2,wuling,Negatif
2022-11-10T09:01:14Z,@Tampanpemberan1,Mendukung pemerintah mengurangi pelanggaran lalu lintas dan kematian karena over speed👍,1,wuling,Netral
2022-10-16T01:05:00Z,@Hergun3173,"Kl dipake sekeluarga berempat,masuk parkiran mall dilantai atas,naik ga yah?just discuss,mkasih Om🙏",0,wuling,Netral
2022-10-16T01:15:11Z,@serbasemua7803,"di yutup ketik wuling ev tanjakan, wuling ev uphill, wuling ev stop &amp; go",0,wuling,Netral
2022-10-16T00:57:27Z,@marcisekai,Motor listrik anti air gk ya?,0,wuling,Netral
2022-10-16T01:15:27Z,@serbasemua7803,ketik wuling ev banjir di youtubee,0,wuling,Netral
2022-10-16T00:25:54Z,@AR-bh3mn,Pertanyaan seputar Mobil listrik!  <br>&quot; Apa aman dari  banjir?  &quot;,0,wuling,Netral
2022-10-16T01:19:34Z,@serbasemua7803,di yutuppp serach wuling ev banjir,0,wuling,Netral
2022-10-15T19:52:35Z,@liljoe5,"Swasta aja dukung negara, ini kok Pertamina ga mau bikin Charging station maksudnya Ngelawan Negara apa gimaan kok ga mendukung Agenda negara??<br><br>wah parah sih Pertamina gatau malu, ga liat noh Shell bikin beginian?",0,wuling,Negatif
2022-10-16T00:15:56Z,@serbasemua7803,Karena sama2 BUMN sudah ada instruksi dr menteri BUMN untuk bangun SPKLU di SPBUnya Pertamina,0,wuling,Netral
2022-10-16T00:44:36Z,@liljoe5,@@serbasemua7803 Mana?,0,wuling,Netral
2022-10-16T00:44:52Z,@liljoe5,"@@serbasemua7803  kalau Indonesia cuma Jabodetabek, emang mereka anjing sih",0,wuling,Negatif
2022-10-16T01:22:30Z,@serbasemua7803,@@liljoe5 seraching aja artikelnya daftar pln pertamina spklu,0,wuling,Netral
2022-10-16T01:30:31Z,@liljoe5,"@@serbasemua7803   semua masuk Jabodetabek semua cok, di Jateng Jatim kaga ada ada",0,wuling,Netral
2022-10-15T19:13:51Z,@taufikjinto2621,"di chalange Om, 4 org &amp; brenti di tanjakan ama pengeremen mendadak di turunan😅",0,wuling,Netral
2022-10-15T17:31:53Z,@haryowijoyo5979,Pas becandaan ama temen2 seumuran.. komentar umum soal wuling air ev.. &quot;wah bakal laris nih dibuat mobil &#39;simpenan&#39; &quot;. Iykyk ✌️🤣✌️,0,wuling,Netral
2022-10-15T17:29:09Z,@mohamadbisri7792,"<a href=""https://www.youtube.com/watch?v=NzrFOHPHLxc&amp;t=541"">9:01</a> dari bunyi bukaan pintunya kayak ringkih🤪",1,wuling,Negatif
2022-10-15T15:50:38Z,@Pttiganovasentosa,"Om Fit, bisa ga wuling air EV infokan Notifikasi kalau sudah 100% penuh?",0,wuling,Netral
2022-10-16T00:19:23Z,@serbasemua7803,"Coba dicek apakah bisa dilihat dr menu IoV (Internet of Vehicle) di layar handphone android (khusus varian 300km), tapi kalo udah penuh 100 persen system akan otomatis cutoff aliran listriknya mencegah overcharging. Kalo mau baterainya awet ngecasnya antara 20-80 persen saja.",1,wuling,Netral
2022-10-15T15:35:57Z,@jbchanel3387,"Mobil listrik emang emang hemat BBM.<br>Klo 10 tahun harus ganti batere.<br>Belum klo error&#39; akibat batere.<br>Klo beli Avanza bekas pakai 5 tahun masih baik² saja.<br>Klo mobil listrik yang sudah 5 tahun harus mikir 100x, karena klo sudah 10 th tinggal ganti batere ratusan juta nah klo di hitung² sama beli bensin untuk 10 th.",0,wuling,Negatif
2022-10-16T00:21:26Z,@serbasemua7803,"KIra-kira 40 persen biaya produksi adalah komponen baterainya. Belum tentu setelah masa garansi habis harus ganti baterai. Wuling pernah kasih penjelasan Battery pack Air EV ini tersusun dari lima hingga tujuh modul terpisah, yang diganti yang modulnya rusak aja. Garansi baterainya Wuling Air EV 8 tahun atau 120.000 km dan model micro EV begini saat ini laku keras di China, yang artinya ke depannya biaya produksinya juga makin turun shg harganya akan bisa ekonomis lagi, apalagi kalo sudah diproduksi di Indonesia. Kalo buat orang yang hitungan tinggal hitung total biaya bensin per bulan, total pajak tahunan, total biaya perawatan mesin per tahun berapa dikalikan selama masa garansinya. Bandingkan dg biaya ngecas EV di rumah paling murahnya sekitar 30ribuan perak untuk jarak 200km, pajak tahunan di Jakarta 500rb, biaya ganti minyak rem dan oli gardan belakang, bebas biaya uji emisi. Dikutip dr Kompas total biaya perawatan Wuling Air EV sd 100rb km sekitar 4,2jt. Kalo yang nggak bisa dihitung dg uang spt bebas ganjil genap, bebas polusi. Tinggal tabung tiap bulan sebesar biaya operasional di mobil bensin untuk nantinya untuk rekondisi atau ganti baterai, bisa juga untuk keperluan darurat yang lain.",0,wuling,Netral
2022-10-15T15:30:15Z,@irfanpurnawan7030,Apakah ini LCGC?,0,wuling,Netral
2022-10-16T01:18:32Z,@serbasemua7803,Bukan,0,wuling,Netral
2022-10-15T14:03:09Z,@bahak7831,kalo ayla yang elektrik muncul pasti gelagapan ni mobil,0,wuling,Negatif
2022-10-18T07:38:25Z,@Kilelana,Auto 500 jt,0,wuling,Netral
2022-10-15T12:31:01Z,@R_Siregar,"maaf, bagaimana status kelulusan uji crash-test Wuling Air EV yang lazimnya diperoleh dari laboratorium keselamatan otomotif Eropa atau Amerika utara nya?",0,wuling,Netral
2022-10-15T15:17:57Z,@serbasemua7803,"Mobilnya baru dijual di China dan Indonesia, menyusul  nanti di India",0,wuling,Netral
2022-10-15T12:10:17Z,@bagoe3s,Harga ganti baterai berapa ya?,2,wuling,Netral
2022-10-15T15:01:34Z,@serbasemua7803,"Sekitar 40 persen biaya produksi adalah komponen baterai. Belum tentu setelah masa garansi habis harus ganti baterai. Wuling pernah kasih penjelasan Battery pack Air EV ini tersusun dari lima hingga tujuh modul terpisah, yang diganti yang modulnya rusak aja. Garansi baterainya Wuling Air EV 8 tahun atau 120.000 km dan model micro EV begini saat ini laku keras di China, yang artinya ke depannya biaya produksinya juga makin turun shg harganya akan bisa ekonomis lagi, apalagi kalo sudah diproduksi di Indonesia. Kalo buat orang yang hitungan tinggal hitung total biaya bensin per bulan, total pajak tahunan, total biaya perawatan mesin per tahun berapa dikalikan selama masa garansinya. Bandingkan dg biaya ngecas EV di rumah paling murahnya sekitar 30ribuan perak untuk jarak 200km, pajak tahunan di Jakarta 500rb, biaya ganti minyak rem dan oli gardan belakang, bebas biaya uji emisi. Dikutip dr Kompas total biaya perawatan Wuling Air EV sd 100rb km sekitar 4,2jt. Kalo yang nggak bisa dihitung dg uang spt bebas ganjil genap, bebas polusi. Tinggal tabung tiap bulan sebesar biaya operational di mobil bensin buat nantinya untuk rekondisi atau ganti baterai, bisa juga untuk keperluan darurat lainnya.",0,wuling,Netral
2022-10-15T17:12:50Z,@bagoe3s,"@@serbasemua7803 pertanyaan itu sederhana, berapa harga ganti baterai? Jika ada sales dengan pertanyaan seperti diatas lalu dijawab dengan hal diatas, saya rasa tidak akan membeli barangnya.",0,wuling,Negatif
2022-10-15T17:28:13Z,@EkoAgustiawan,"@@bagoe3s padahal udh dijawab harganya 40% dari harga kendaraan, tinggal hitung. Padahal hp zaman sekarang udah ada kalkulator.",1,wuling,Netral
2022-10-15T11:21:20Z,@onisuryaman408,Satu ketakutan saya yang paling besar adalah masalah batere ngedrop. Apakah batere mobil juga akan ngedrop seperti batere hape. Apakah kalau overcharging juga cepat merusak batere seperti pada batere hape,3,wuling,Netral
2022-10-15T15:04:25Z,@serbasemua7803,"Nggak mungkin overcharging karena system otomatis akan langsung cutoff, kalo mau awet ngecasnya antara 20 sd 80 persen saja, makin slow charging makin awet baterainya, jangan parkir kelamaan di tempat panas matahari karena musuh utama baterai adalah panas. Lagian garansi baterainya 8 tahun atau 120.000 km.",0,wuling,Netral
2022-10-16T00:39:29Z,@onisuryaman408,"@@serbasemua7803 Oh, slow charging bikin awet ya. Sip. Mudah2an teknologi batere ke depan makin oke dan awet. Musuhnya memang panas sih. Garansi sih oke, tapi kan males juga kalau batere ngedrop dan harus ke dealer. Belum lagi kalau harus nunggu kedatangan stok batere kalau lagi habis. Aktivitas pasti terganggu.",0,wuling,Netral
2022-10-16T00:47:20Z,@serbasemua7803,tentunya bebas dr segala kerepotan dan biaya dr kepemilikan kendaraan pribadi.,0,wuling,Netral
2022-10-18T04:08:57Z,@carloari3184,"Klo pun setelah garansi bateray 8 thnnya habis, kita harus keluar uang sendiri untuk beli bateray.. Ntar di lihat panel bateray mana yang udah gk fit, nah panel bateray tsb yang di ganti.. Jd gk harus ganti bateray nya full juga ? 😊",0,wuling,Netral
2022-10-15T11:05:12Z,@bricsscorcepcstobriopecvsu8796,"BANG, TOYOTA MINI EV KABAR NYA MAU IKUTAN MASUK KE INDON, TAPI CUMAN MUAT 2 ORG ATAU BISA 4 ORG SPT WULING MINI EV INI....???<br>NEXT MOBIL MINI EV INDIA....???",0,wuling,Netral
2022-10-15T15:07:37Z,@serbasemua7803,"Di sini Toyota sudah jual terbatas produk Toyota C+pod untuk 2 penumpang, jarak tempuh lebih rendah, harga sekitar 250jt. dg kata lain dr segi harga dan speknya masih jauh lebih mahal drpd Wuling Air EV.",0,wuling,Netral
2022-10-15T16:29:18Z,@bricsscorcepcstobriopecvsu8796,@@serbasemua7803 THANKS 🙏👍,0,wuling,Positif
2022-10-15T10:54:46Z,@oktogala6356,"Ada hal yang saya pertanyakan soal mobil mini family ini, ASPEK KEAMANAN PENUMPANGNYA GIMANA? Semacam airbag dan ABS. Sepertinya saya belum liat fitur Airbag di depan bahkan belakang (karena kita memikirkan aspek mobil keluarga loh ya).",0,wuling,Netral
2022-10-15T15:10:00Z,@serbasemua7803,"Tonton versi lengkap fiturnya di <a href=""https://www.youtube.com/watch?v=dLcJ2uDsivs"">https://youtu.be/dLcJ2uDsivs</a>",0,wuling,Netral
2022-10-15T10:03:20Z,@ardityabaniparwitraabdurac8146,Kl yang Standard Range isi di SPKLU Shell 30mnt dapet berapa persen ya?,0,wuling,Netral
2022-10-15T22:50:58Z,@HockDjiang,"Setau saya AirEV gk support fast charging, makanya tadi dikatakan &quot;0 - 80% untuk kebanyakan mobil listrik di indo bisa sampai dalam waktu 30menit aja&quot; tapi model yang di charge gk bisa 🤣",0,wuling,Netral
2022-10-15T09:30:18Z,@arifmustaqim6335,Buat grab ini cuan banget,0,wuling,Positif
2022-10-15T09:19:02Z,@jokovet03,"per 1 km cm 1000 rupiah. tapi saat penurunan performa batere/mobil dijual kembali, brp kerugian devisiasi dari harga mobil ini saat 5-8 tahun ke depan? Apalagi jika unit batere/motor listrik mesti diganti baru, bisa total loss rugi 315juta kalau sparepart discontinue/gak ketemu di mana2.. 🙄<br><br>Intinya masih lebih tenang beli mobil mesin konvesional (bbm) jika niat dijual kembali.",0,wuling,Negatif
2022-10-15T11:45:32Z,@Valianttz,"Coba lihat lagi videonya, Per km cuma Rp 160. Kedepannya baterai bakal lebih murah, lebih banyak &amp; bisa didaur ulang. BBM makin lama makin sedikit jumlahnya &amp; jelas makin mahal. Intinya hidupmu akan lebih tenang kalau uangmu cukup untuk beli mobil apapun tanpa kredit &amp; tanpa perlu memikirkan berapa harga jual kembalinya nanti.",1,wuling,Netral
2022-10-15T11:50:11Z,@dalurung,"Harga baterai listrik untuk EV cenderung turun om. Tahun 2010 harga baterai EV $1000/kwh. Sekarang sekitar $200/kwh, perkiraan bloomberg energi tahun 2025 jadi $100/kwh. Nah kalo wuling air EV garansinya 8 tahun, artinya 2030 nanti jangan2 tinggal $50/kwh. Kalo baterai Air EV 26.5kwh, artinya harganya jadi: 26.7kwh x $50 x Rp 15.000 = Rp 20jt an tahun 2030 nanti. Murah sekali kan, dan perkembangan baterai akan semakin efisien, jangkauan lebih jauh, lebih compact/kecil ukurannya, lebih tahan lama dan lebih aman. Jangan2 nanti 2030 dengan ukuran baterai yang sama bisa 500-700km sekali charge.",1,wuling,Netral
2022-10-15T13:43:22Z,@jokovet03,"masih tetap lebih tenang beli yang bermesin konvensional, silahkan dibeli wulingnya terus dilihat 8 tahun nanti gimana 🤭",0,wuling,Negatif
2022-10-15T13:44:30Z,@jokovet03,"masalahnya, batere yang berkembang maju di masa depan tsb apa dijamin compatible dg wuling yang di tahun ini 🤔",0,wuling,Netral
2022-10-15T14:16:59Z,@dalurung,"pasti kompatibel dong, wuling ev mobil listrik no 3 terlaku di dunia setelah BYD &amp; Tesla. sudah terjual ratusan ribu unit. Gampang buat wuling order ke suplayer untuk baterai mereka",0,wuling,Netral
2022-10-15T09:18:20Z,@Indra_Jokiez,Halo OtoDriver 😎😎😎👍,0,wuling,Positif
2022-10-15T08:56:38Z,@andreaswilliam5384,Kalo pake brio satya selisih harganya bisa beli pertalite sampai 200.000 km. Kalo air ev untuk 200.000 km masih harus keluar uang 30 juta buat bayar listrik.,0,wuling,Netral
2022-10-15T09:30:57Z,@abraham9497,Tapi tidak dengan konsep ramah lingkungan om,0,wuling,Negatif
2022-10-15T09:38:44Z,@andreaswilliam5384,iya bener yang ramah lingkungan harus bayar lebih mahal.,0,wuling,Negatif
2022-10-15T09:41:11Z,@abraham9497,@@andreaswilliam5384 sehat mahal om .. 😅,0,wuling,Netral
2022-10-15T09:46:26Z,@andreaswilliam5384,bisa yang ramah lingkungan dan sehat dan murah. Pakai sepeda.,0,wuling,Netral
2022-10-16T00:23:58Z,@serbasemua7803,"Sekitar 40 persen biaya produksi adalah komponen baterainya. Belum tentu setelah masa garansi habis harus ganti baterai. Wuling pernah kasih penjelasan Battery pack Air EV ini tersusun dari lima hingga tujuh modul terpisah, yang diganti yang modulnya rusak aja. Garansi baterainya Wuling Air EV 8 tahun atau 120.000 km dan model micro EV begini saat ini laku keras di China, yang artinya ke depannya biaya produksinya juga makin turun shg harganya akan bisa ekonomis lagi, apalagi kalo sudah diproduksi di Indonesia. Kalo buat orang yang hitungan tinggal hitung total biaya bensin per bulan, total pajak tahunan, total biaya perawatan mesin per tahun berapa dikalikan selama masa garansinya. Bandingkan dg biaya ngecas EV di rumah paling murahnya sekitar 30ribuan perak untuk jarak 200km, pajak tahunan di Jakarta 500rb, biaya ganti minyak rem dan oli gardan belakang, bebas biaya uji emisi. Dikutip dr Kompas total biaya perawatan Wuling Air EV sd 100rb km sekitar 4,2jt. Untuk yang nggak bisa dihitung dg uang spt bebas ganjil genap, bebas polusi. Tinggal tabung tiap bulan sebesar biaya operasional di mobil bensin buat nantinya untuk rekondisi atau ganti baterai, bisa juga untuk keperluan darurat yang lainnya.",0,wuling,Netral
2022-10-15T07:57:59Z,@atasuherman959,"Stnk nya udah jadi belum tuh? Punya saya ga jadi2,malah dimintain 500rb biar 1 mggu selesai. Klo tidak bayar sot diancam lama bahkan lebih ntah kapan.. HALO WULING...beginikah cara dealer cari tambahan?",0,wuling,Negatif
2022-10-15T15:16:28Z,@serbasemua7803,Laporkan ke hotline / call center Wuling saja,0,wuling,Negatif
2022-10-15T07:38:56Z,@Ozinchanel,"Enak bwt harian, belanja ,anterin anak / ponakan sekolah.",0,wuling,Positif
2022-10-15T07:19:17Z,@royiaghnatan7893,coba pintunya sliding lbh lega lagi nih,0,wuling,Netral
2022-10-15T06:09:17Z,@msakbar12345,full charge tahan berapa hari mas eri ???,1,wuling,Netral
2022-10-17T18:24:49Z,@gundam_Chaos,300 km.,1,wuling,Netral
2022-10-15T03:34:53Z,@oomturtle7096,harganya brp ?,0,wuling,Netral
2022-10-15T04:30:38Z,@serbasemua7803,"Wuling Air EV di Jakarta yang varian 200km harganya 238 jt, sedangkan varian 300 km 295 jt, terakhir untuk varian 300km + charging pile 7700 watt 311 juta, untuk harga di kota lainnya cek di web resmi wuling.",0,wuling,Netral
2022-10-15T02:52:08Z,@agusahmad6748,"Mobil cocok buat belanja ke pasar, ngeri di bawa ke jalan tolll terlalu kecil gak kelihatan sama kontainer dan bus 😁",0,wuling,Negatif
2022-10-15T08:34:23Z,@alifprayoga9295,picek matane kalo gak liat pak ahaha,0,wuling,Netral
2022-10-15T02:29:51Z,@seziwastudio7741,"Keren banget sih, tapi problem kedepannya pas harus ganti batere buat mobil listrik pasti mahal banget",0,wuling,Netral
2022-10-15T03:31:31Z,@serbasemua7803,"Kurang lebih 40 persen biaya produksi adalah komponen baterainya. Belum tentu setelah masa garansi habis harus ganti baterai. Wuling pernah kasih penjelasan Battery pack Air EV ini tersusun dari lima hingga tujuh modul terpisah, yang diganti yang modulnya rusak aja. Garansi baterainya dr Wuling Air EV 8 tahun atau 120.000 km dan model micro EV begini saat ini laku keras di China, yang artinya ke depannya biaya produksinya juga makin turun shg harganya akan bisa ekonomis lagi, apalagi kalo sudah diproduksi di Indonesia. Kalo buat orang yang hitungan tinggal hitung total biaya bensin per bulan, total pajak tahunan, total biaya perawatan mesin per tahun berapa dikalikan selama masa garansinya. Bandingkan dg biaya ngecas EV di rumah paling murahnya sekitar 30ribuan perak untuk jarak 200km, pajak tahunan di Jakarta 500rb, biaya ganti minyak rem dan oli gardan belakang, bebas biaya uji emisi. Dikutip dr Kompas total biaya perawatan Wuling Air EV sd 100rb km sekitar 4,2jt. Kalo yang nggak bisa dihitung dg uang spt bebas ganjil genap, bebas polusi. Tinggal tabung tiap bulan sebesar biaya operational di mobil bensin buat nantinya untuk rekondisi atau ganti baterai, bisa juga untuk keperluan darurat yang lainnya.",0,wuling,Netral
2022-10-15T01:08:06Z,@alphalimit8,Review balenoo minnnn,0,wuling,Netral
2022-10-15T00:38:59Z,@xp2autocare,Di solo jumlah mobil ini mungkin udah hampir menyamai jumlah civic turbo dijalanan 😂😂....udah banyakkkkk banget bersliweran......jadi udah biasa kesannya 😂😂😂😂,1,wuling,Netral
2022-10-15T01:22:12Z,@serbasemua7803,"yang sudah dikirim ke dealer sd akhir September sekitar 2700 unit, total pemesanan sudah hampir 4000 unit.",1,wuling,Netral
2022-10-15T00:33:08Z,@liljoe5,"Habit produk cina<br><br>&quot; Pwrmintaan naik, harga naik&quot; oalah itil Jaran",0,wuling,Negatif
2022-10-15T01:18:40Z,@serbasemua7803,"Harga belum naik, di webnya Wuling ada 2 trim dengan 3 pilihan paket harga",0,wuling,Netral
2022-10-14T22:53:30Z,@asativi5824,"Bahasanya om FE enak banget, meski tempat duduknya kurang nyaman",0,wuling,Negatif
2022-10-14T20:20:36Z,@mrsadrakh3043,"Reviewnya childish banget,. Najis dah.",0,wuling,Negatif
2022-10-14T17:42:58Z,@mrtopspeed188,"OM PEMBALAP I KSH SARAN DIKIT YA KL REVIEW KOMEN DISESUAIKAN DGN HRG JD GA USA BAHAS DAN BANDINGKAN MUTU DGN ROLLS ROYCE, SAMA KYK MKN DI WARUNG EKPEKTASI KT DAN PEMIKIRAN KT TARO DI HARGA WARUBG, DEPOT, RESTO, HOTEL DSB. JD GA MNGKN MKN WARUNG MINTA MUTU FINED DINING KAN. SAMA KYK WULING BANDINGIN RASAKAN DGN HRG yang SAMA, KONSEP DAN PEMIKIRIAN KITA JG TARO DI HRG TERSEBYT. KRN KL sudah NAIK ROLL, MERCY SCLASS, MOBIL APAPUN sudah GA ADA yang ENAK LG DIBWH NYA. 1 HAL yang PASTI INDO DIKSH BUDGET 300JT AN JG GA BS BIKIN MOBIL SEKELAS WULING AIR EV. SM KYK KEBANYAKAN MASYARAKAT INDO yang SUSAH MOVE ON DAN FANATIK MOBIL JPN INNOVA REBORN WALAUPUN PJK MAHAL, PART MAHAL, GUNDUL GA ADA SAFETY N TECHNOLOGY, BODY KALENG COLA, EURO 4 HRS DEX TP MSH JG DIISI SOLBUS TP YA DIPUJA2. JGN KRN FANATIK JD REVIEW NYA GA AKURAT. I LIAT LBH BYK KRITIKNYA INI OM PEMBALAP APA KURANG ANGPAO DR WULINGNYA? <br><br>JGN PEMAIN BARU DI HANCURIN TRS. SMP KPN KT INDO DIBODOHIN JPN DIMONOPOLY JPN N ASTRA BELI BYR OVERPRICE TRS?? GA MOVE ON..SY BKN PECINTA WULING ATO MOBIL2 JPN CHN EROPA TP BICARA FAKTA yang BGS SY BLG BGS yang JELEK SY BLG JELEK. 1 HAL LG OM KL SUKA KEBUT, SAATNYA OM PEMBALAP JG MOVE ON BERALIH yang LBH KENCANG COBA F1 KAN MSH JAUH JG SKILL BALAPNYA DIBANDING DGN DRIVER2 F1 JD KT GA USA LAH SOMBONG DIATAS LANGIT MSH ADA LANGIT OM. 😔",0,wuling,Negatif
2022-10-14T17:24:01Z,@davi_amp,"Anda luar biasa pak😂😂😂, mobil listrik produksi indonesia mana ya, kemana pemerintah, mau banget se dijajah😂😂😂",0,wuling,Netral
2022-10-14T16:46:06Z,@mynameisalvin1508,Pengambilan gambar pas om fitra lg minum asli keren bgt,2,wuling,Positif
2022-10-14T14:05:55Z,@sekarmadina7181,Bisa nanjak ga...,0,wuling,Netral
2022-10-15T15:00:24Z,@serbasemua7803,di yutub ketik wuling ev tanjakan dan wuling ev uphill,0,wuling,Netral
2022-10-14T14:03:09Z,@fendychin5577,sudah pny mobil ini kaki rada pegel aja hahaha,1,wuling,Negatif
2022-10-18T18:59:23Z,@sarupratomo2339,Posisi kayak nyetir bus ya?,0,wuling,Netral
2022-10-14T13:17:48Z,@simasmedia,Mantap woling,1,wuling,Positif
2022-10-14T13:17:37Z,@edenfinch5299,Perlu dibedakan antara murah dan paling murah diantara diantara harga yang sudah digoreng ga masuk akal...,0,wuling,Negatif
2022-10-15T00:41:03Z,@serbasemua7803,Untuk murah atau mahalnya belum bisa disimpulkan karena belum ada merk lain yang jualan micro EV di Indonesia selain Wuling.,0,wuling,Netral
2022-10-14T12:59:57Z,@bekicot88,"Bingung sama netizen, udah jelas ini mobil spek dalam kota tapi masih ributin uji keluar kota.",0,wuling,Netral
2022-10-14T11:21:04Z,@sultanagung2832,"ioniq nya gimana om, aman gak?",0,wuling,Netral
2022-10-14T11:03:45Z,@alfredoristanoen251,"Sangat disayangkan belum ada apple cart play sama android auto, padahal temanya mobil masa depan",1,wuling,Negatif
2022-10-14T11:18:17Z,@serbasemua7803,Bisa mirroring dg hape android yang fungsinya mirip dg android auto,0,wuling,Netral
2022-10-14T10:58:14Z,@en7094,"Gw yakin, nanti bakalan ada meme, ayo ayo terus 🤣",1,wuling,Netral
2022-10-14T10:40:53Z,@plenyikjr1268,Tutup pelknya kaya tombol di stik PS😂,0,wuling,Netral
2022-10-14T09:59:34Z,@atchaazh7696,Suara ac-nya ribut bgitu ya?<br><br>Kipas di bagian mesin nyala terus. Tidak sehalus mobil listrik lainnya,0,wuling,Negatif
2022-10-15T00:42:03Z,@serbasemua7803,"Mobil listrik lainnya yang mana oom, harus lihat harga produknya juga.",0,wuling,Netral
2022-10-14T08:55:32Z,@adesignarchitect18,ngikutin di forum wuling ev di FB kok begitu ya.....,0,wuling,Netral
2022-10-14T07:40:55Z,@n6n406,Bismillah jadi mobil pertama 😆,0,wuling,Positif
2022-10-14T07:23:01Z,@seyvultheb14ck,"Kalo beli batre nya hrga brp saat ini? Dger2, 30% dr harga mobil.  Benarkah??",0,wuling,Netral
2022-10-14T07:29:02Z,@serbasemua7803,"Kira-kira sekitar 40 persen biaya produksi adalah komponen baterainya. Tapi belum tentu setelah masa garansi habis harus ganti baterai. Wuling pernah kasih penjelasan Battery pack Air EV ini tersusun dari lima hingga tujuh modul terpisah, yang diganti yang modulnya rusak aja. Garansi baterainya Wuling Air EV 8 tahun atau 120.000 km dan model micro EV begini saat ini laku keras di China, yang artinya ke depannya biaya produksinya juga makin turun shg harganya akan bisa ekonomis lagi, apalagi kalo sudah diproduksi di Indonesia. Kalo buat orang yang hitungan tinggal hitung total biaya bensin per bulan, total pajak tahunan, total biaya perawatan mesin per tahun berapa dikalikan selama masa garansinya. Bandingkan dg biaya ngecas EV di rumah paling murahnya sekitar 30ribuan perak untuk jarak 200km, pajak tahunan di Jakarta 500rb, biaya ganti minyak rem dan oli gardan belakang, bebas biaya uji emisi. Dikutip dr Kompas total biaya perawatan Wuling Air EV sd 100rb km sekitar 4,2jt. Kalo yang nggak bisa dihitung dg uang spt bebas ganjil genap, bebas polusi. Tinggal tabung tiap bulan sebesar biaya operational di mobil bensin buat nantinya untuk rekondisi atau ganti baterai, bisa juga untuk keperluan darurat lainnya.",0,wuling,Netral
2022-10-14T06:54:20Z,@hermankelana8489,kemahalan coy,0,wuling,Negatif
2022-10-14T05:03:43Z,@ranzdxt,"Tapi kenapa Thailand bisa jual 230jt merek China Neta V jarak tempuh 380KM ,kok Indonesia bisa semahal gto ya kalau tidak percaya bisa check di YouTube nama mobil Neta v harga 549.000 bath conversi rupiah 231juta.",1,wuling,Netral
2022-10-14T05:23:07Z,@serbasemua7803,Besaran subsidi yang berpengaruh ke harga EV dr pemerintah Thailand berbeda dg pemerintah Indonesia. Di Thailand ada insentif potongan harga 60 sd 70jt dr pemerintahnya.,0,wuling,Netral
2022-10-15T14:11:12Z,@onisuryaman408,@@serbasemua7803 Ya nih. Subsidi kita kayaknya belum ada. Baru potongan pajak saja.,0,wuling,Netral
2022-10-15T14:56:46Z,@serbasemua7803,Menhub bilang rencananya tahun 2023 akan ada kebijakan subsidi tambahan untuk menurunkan harga EV di sini.,0,wuling,Netral
2022-10-14T03:19:00Z,@sarahsinagaa9207,Harus Nabung nih biar bisa beli,0,wuling,Netral
2022-10-14T03:18:49Z,@sarahsinagaa9207,keren Banget nih Wuling Air EV,2,wuling,Positif
2022-10-14T03:16:51Z,@294CreativeProduction,"Masih mahal,.. nunggu versi murah nya",0,wuling,Negatif
2022-10-14T03:16:46Z,@talia3972,Bagaimana tidak menyukai wuling air ev kalau sekiyowo ini woyy,0,wuling,Negatif
